team_name,main_league,main_league_common_id,country,team_name_website,website,team_common_id
real madrid,La Liga,383,Spain,real madrid,SkyBet,382
girona,La Liga,383,Spain,girona,SkyBet,383
barcelona,La Liga,383,Spain,barcelona,SkyBet,384
atletico madrid,La Liga,383,Spain,atletico madrid,SkyBet,385
athletic bilbao,La Liga,383,Spain,athletic club,SkyBet,386
real sociedad,La Liga,383,Spain,real sociedad,SkyBet,387
valencia,La Liga,383,Spain,valencia,SkyBet,388
betis,La Liga,383,Spain,betis,SkyBet,389
las palmas,La Liga,383,Spain,las palmas,SkyBet,390
getafe,La Liga,383,Spain,getafe,SkyBet,391
alaves,La Liga,383,Spain,deportivo alaves,SkyBet,392
osasuna,La Liga,383,Spain,osasuna,SkyBet,393
rayo vallecano,La Liga,383,Spain,rayo vallecano,SkyBet,394
villarreal,La Liga,383,Spain,villarreal,SkyBet,395
sevilla,La Liga,383,Spain,sevilla,SkyBet,396
celta vigo,La Liga,383,Spain,celta vigo,SkyBet,397
mallorca,La Liga,383,Spain,real mallorca,SkyBet,398
cadiz cf,La Liga,383,Spain,cadiz,SkyBet,399
granada cf,La Liga,383,Spain,granada,SkyBet,400
almeria,La Liga,383,Spain,almeria,SkyBet,401
leganes,La Liga 2,384,Spain,leganes,SkyBet,402
eibar,La Liga 2,384,Spain,eibar,SkyBet,403
ferrol,La Liga 2,384,Spain,racing de ferrol,SkyBet,404
espanyol,La Liga 2,384,Spain,espanyol,SkyBet,405
valladolid,La Liga 2,384,Spain,valladolid,SkyBet,406
elche,La Liga 2,384,Spain,elche cf,SkyBet,407
gijon,La Liga 2,384,Spain,sporting gijon,SkyBet,408
real oviedo,La Liga 2,384,Spain,real oviedo cf,SkyBet,409
levante,La Liga 2,384,Spain,levante,SkyBet,410
zaragoza,La Liga 2,384,Spain,real zaragoza,SkyBet,411
racing santander,La Liga 2,384,Spain,racing santander,SkyBet,412
burgos cf,La Liga 2,384,Spain,burgos,SkyBet,413
eldense,La Liga 2,384,Spain,cd eldense,SkyBet,414
mirandes,La Liga 2,384,Spain,mirandes,SkyBet,415
tenerife,La Liga 2,384,Spain,cd tenerife,SkyBet,416
huesca,La Liga 2,384,Spain,huesca,SkyBet,417
albacete,La Liga 2,384,Spain,albacete balompie,SkyBet,418
fc cartagena sad,La Liga 2,384,Spain,cartagena fc,SkyBet,419
villarreal b,La Liga 2,384,Spain,villarreal ii,SkyBet,420
alcorcon,La Liga 2,384,Spain,alcorcon,SkyBet,421
andorra,La Liga 2,384,Spain,fc andorra,SkyBet,422
amorebieta,La Liga 2,384,Spain,amorebieta,SkyBet,423
